0.8,1.0,1.2
1.50191904,1.642482085,1.772195523
0.6427893891,1.097906073,1.434756185
0.4526027204,0.4523232917,0.6184931988
0.2454033688,0.1811705805,0.4129905976
0.03950805292,-0.03560663118,-0.1416955486
-0.1155251722,-0.2387494867,-0.5034871004
-0.260800733,-0.4137800877,-0.5586793967
-0.3956714023,-0.5569777187,-0.5761234738
-0.5185028625,-0.6652628156,-0.5193143176
-0.6274394311,-0.7412346217,-0.514973798
-0.7210254167,-0.7032404745,-0.5089215734
-0.7986787662,-0.6773583059,-0.5086633106
-0.8609041334,-0.6639997775,-0.5089890742
-0.9091844793,-0.6572164818,-0.510117987
-0.8990313767,-0.6540034511,-0.5114330412
-0.8734661848,-0.6527643632,-0.5128756854
-0.8572776672,-0.6526275201,-0.5143598459
-0.8469658141,-0.6531095765,-0.5158660057
-0.8404443145,-0.6539402162,-0.5173805231
-0.836412851,-0.654967531,-0.5188990044
-0.8340369526,-0.6561059214,-0.5204191029
-0.8327705943,-0.6573070784,-0.5219399314
-0.832251805,-0.6585437146,-0.5234610676
-0.8322385082,-0.6598004093,-0.5249823396
-0.8325678442,-0.6610684453,-0.5265036697
-0.8331298044,-0.6623428942,-0.5280250253
-0.8338498761,-0.6636209694,-0.5295463918
-0.8346774955,-0.6649010952,-0.531067763
-0.8355783064,-0.6661823805,-0.5325891363
-0.8365289454,-0.6674643216,-0.5341105106
-0.8375135147,-0.6687466334,-0.5356318852
-0.8385211927,-0.6700291549,-0.5371532599
-0.8395446109,-0.671311795,-0.5386746348
-0.8405787511,-0.6725945022,-0.5401960097
-0.8416201953,-0.6738772473,-0.5417173846
-0.8426666154,-0.6751600138,-0.5432387596
-0.8437164253,-0.6764427924,-0.5447601345
-0.8447685447,-0.6777255779,-0.5462815094
-0.8458222375,-0.6790083673,-0.5478028844
-0.8468770021,-0.6802911589,-0.5493242594
-0.8479324971,-0.6815739517,-0.5508456343
-0.8489884896,-0.6828567452,-0.5523670093
-0.8500448211,-0.6841395392,-0.5538883843
-0.8511013835,-0.6854223333,-0.5554097593
-0.8521581032,-0.6867051276,-0.5569311343
-0.8532149301,-0.687987922,-0.5584525093
-0.8542718301,-0.6892707164,-0.5599738843
-0.8553287799,-0.6905535109,-0.5614952593
-0.8563857635,-0.6918363053,-0.5630166343
-0.8574427702,-0.6931190998,-0.5645380093
-0.8584997927,-0.6944018943,-0.5660593844
-0.8595568259,-0.6956846888,-0.5675807594
-0.8606138664,-0.6969674833,-0.5691021345
-0.8616709118,-0.6982502778,-0.5706235095
-0.8627279607,-0.6995330723,-0.5721448846
-0.8637850119,-0.7008158668,-0.5736662596
-0.8648420647,-0.7020986613,-0.5751876347
-0.8658991185,-0.7033814558,-0.5767090098
-0.8669561731,-0.7046642504,-0.5782303849
-0.8680132281,-0.7059470449,-0.57975176
-0.8690702835,-0.7072298394,-0.5812731351
-0.8701273392,-0.708512634,-0.5827945102
-0.871184395,-0.7097954285,-0.5843158853
-0.8722414509,-0.7110782231,-0.5858372604
-0.8732985069,-0.7123610176,-0.5873586356
-0.8743555629,-0.7136438122,-0.5888800107
-0.875412619,-0.7149266068,-0.5904013858
-0.8764696751,-0.7162094014,-0.591922761
-0.8775267313,-0.7174921959,-0.5934441362
-0.8785837874,-0.7187749905,-0.5949655113
-0.8796408436,-0.7200577851,-0.5964868865
-0.8806978997,-0.7213405797,-0.5980082617
-0.8817549559,-0.7226233743,-0.5995296369
-0.8828120121,-0.7239061689,-0.6010510121
-0.8838690682,-0.7251889635,-0.6025723873
-0.8849261244,-0.7264717581,-0.6040937625
-0.8859831806,-0.7277545527,-0.6056151377
-0.8870402368,-0.7290373474,-0.6071365129
-0.888097293,-0.730320142,-0.6086578881
-0.8891543492,-0.7316029366,-0.6101792634
-0.8902114054,-0.7328857313,-0.6117006386
-0.8912684616,-0.7341685259,-0.6132220139
-0.8923255178,-0.7354513206,-0.6147433892
-0.893382574,-0.7367341152,-0.6162647644
-0.8944396303,-0.7380169099,-0.6177861397
-0.8954966865,-0.7392997046,-0.619307515
-0.8965537427,-0.7405824992,-0.6208288903
-0.8976107989,-0.7418652939,-0.6223502656
-0.8986678552,-0.7431480886,-0.6238716409
-0.8997249114,-0.7444308833,-0.6253930162
-0.9007819676,-0.745713678,-0.6269143915
-0.9018390239,-0.7469964727,-0.6284357669
-0.9028960801,-0.7482792674,-0.6299571422
-0.9039531364,-0.7495620621,-0.6314785175
-0.9050101926,-0.7508448568,-0.6329998929
-0.9060672489,-0.7521276515,-0.6345212683
-0.9071243051,-0.7534104463,-0.6360426436
-0.9081813614,-0.754693241,-0.637564019
-0.9092384177,-0.7559760357,-0.6390853944
-0.9102954739,-0.7572588305,-0.6406067698
-0.9113525302,-0.7585416252,-0.6421281452
-0.9124095865,-0.75982442,-0.6436495206
-0.9134666428,-0.7611072147,-0.645170896
